[4, 12, 10, 6, 1, 11, 5, 7, 9, 8, 2, 3]
[12, 10, 6, 1, 11, 5, 7, 9, 8, 2, 3, 4]
[1, 6, 10, 12, 11, 5, 7, 9, 8, 2, 3, 4]
[4, 1, 6, 10, 12, 11, 5, 7, 9, 8, 2, 3]
[10, 6, 1, 4, 12, 11, 5, 7, 9, 8, 2, 3]
[6, 1, 4, 12, 11, 5, 7, 9, 8, 2, 3, 10]
[1, 4, 12, 11, 5, 7, 9, 8, 2, 3, 10, 6]
[11, 12, 4, 1, 5, 7, 9, 8, 2, 3, 10, 6]
[6, 11, 12, 4, 1, 5, 7, 9, 8, 2, 3, 10]
[10, 6, 11, 12, 4, 1, 5, 7, 9, 8, 2, 3]
[3, 10, 6, 11, 12, 4, 1, 5, 7, 9, 8, 2]
[2, 3, 10, 6, 11, 12, 4, 1, 5, 7, 9, 8]
[8, 2, 3, 10, 6, 11, 12, 4, 1, 5, 7, 9]
[10, 3, 2, 8, 6, 11, 12, 4, 1, 5, 7, 9]
[9, 10, 3, 2, 8, 6, 11, 12, 4, 1, 5, 7]
[2, 3, 10, 9, 8, 6, 11, 12, 4, 1, 5, 7]
[3, 10, 9, 8, 6, 11, 12, 4, 1, 5, 7, 2]
[10, 9, 8, 6, 11, 12, 4, 1, 5, 7, 2, 3]
[6, 8, 9, 10, 11, 12, 4, 1, 5, 7, 2, 3]
[3, 6, 8, 9, 10, 11, 12, 4, 1, 5, 7, 2]
[2, 3, 6, 8, 9, 10, 11, 12, 4, 1, 5, 7]
[7, 2, 3, 6, 8, 9, 10, 11, 12, 4, 1, 5]
[6, 3, 2, 7, 8, 9, 10, 11, 12, 4, 1, 5]
[5, 6, 3, 2, 7, 8, 9, 10, 11, 12, 4, 1]
[1, 5, 6, 3, 2, 7, 8, 9, 10, 11, 12, 4]
[3, 6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 4]
[6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 4, 3]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 4, 3]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 4]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
