[7, 2, 8, 1, 6, 5, 4, 3, 11, 10, 12, 9]
[9, 7, 2, 8, 1, 6, 5, 4, 3, 11, 10, 12]
[8, 2, 7, 9, 1, 6, 5, 4, 3, 11, 10, 12]
[12, 8, 2, 7, 9, 1, 6, 5, 4, 3, 11, 10]
[7, 2, 8, 12, 9, 1, 6, 5, 4, 3, 11, 10]
[2, 8, 12, 9, 1, 6, 5, 4, 3, 11, 10, 7]
[9, 12, 8, 2, 1, 6, 5, 4, 3, 11, 10, 7]
[12, 8, 2, 1, 6, 5, 4, 3, 11, 10, 7, 9]
[1, 2, 8, 12, 6, 5, 4, 3, 11, 10, 7, 9]
[9, 1, 2, 8, 12, 6, 5, 4, 3, 11, 10, 7]
[8, 2, 1, 9, 12, 6, 5, 4, 3, 11, 10, 7]
[2, 1, 9, 12, 6, 5, 4, 3, 11, 10, 7, 8]
[12, 9, 1, 2, 6, 5, 4, 3, 11, 10, 7, 8]
[8, 12, 9, 1, 2, 6, 5, 4, 3, 11, 10, 7]
[7, 8, 12, 9, 1, 2, 6, 5, 4, 3, 11, 10]
[10, 7, 8, 12, 9, 1, 2, 6, 5, 4, 3, 11]
[12, 8, 7, 10, 9, 1, 2, 6, 5, 4, 3, 11]
[11, 12, 8, 7, 10, 9, 1, 2, 6, 5, 4, 3]
[7, 8, 12, 11, 10, 9, 1, 2, 6, 5, 4, 3]
[8, 12, 11, 10, 9, 1, 2, 6, 5, 4, 3, 7]
[12, 11, 10, 9, 1, 2, 6, 5, 4, 3, 7, 8]
[9, 10, 11, 12, 1, 2, 6, 5, 4, 3, 7, 8]
[8, 9, 10, 11, 12, 1, 2, 6, 5, 4, 3, 7]
[7, 8, 9, 10, 11, 12, 1, 2, 6, 5, 4, 3]
[3, 7, 8, 9, 10, 11, 12, 1, 2, 6, 5, 4]
[4, 3, 7, 8, 9, 10, 11, 12, 1, 2, 6, 5]
[5, 4, 3, 7, 8, 9, 10, 11, 12, 1, 2, 6]
[6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 1, 2]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1, 2]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
