[4, 1, 3, 7, 10, 2, 12, 5, 8, 11, 6, 9]
[1, 3, 7, 10, 2, 12, 5, 8, 11, 6, 9, 4]
[3, 7, 10, 2, 12, 5, 8, 11, 6, 9, 4, 1]
[2, 10, 7, 3, 12, 5, 8, 11, 6, 9, 4, 1]
[10, 7, 3, 12, 5, 8, 11, 6, 9, 4, 1, 2]
[7, 3, 12, 5, 8, 11, 6, 9, 4, 1, 2, 10]
[5, 12, 3, 7, 8, 11, 6, 9, 4, 1, 2, 10]
[10, 5, 12, 3, 7, 8, 11, 6, 9, 4, 1, 2]
[3, 12, 5, 10, 7, 8, 11, 6, 9, 4, 1, 2]
[12, 5, 10, 7, 8, 11, 6, 9, 4, 1, 2, 3]
[7, 10, 5, 12, 8, 11, 6, 9, 4, 1, 2, 3]
[10, 5, 12, 8, 11, 6, 9, 4, 1, 2, 3, 7]
[8, 12, 5, 10, 11, 6, 9, 4, 1, 2, 3, 7]
[12, 5, 10, 11, 6, 9, 4, 1, 2, 3, 7, 8]
[11, 10, 5, 12, 6, 9, 4, 1, 2, 3, 7, 8]
[10, 5, 12, 6, 9, 4, 1, 2, 3, 7, 8, 11]
[5, 12, 6, 9, 4, 1, 2, 3, 7, 8, 11, 10]
[9, 6, 12, 5, 4, 1, 2, 3, 7, 8, 11, 10]
[10, 9, 6, 12, 5, 4, 1, 2, 3, 7, 8, 11]
[12, 6, 9, 10, 5, 4, 1, 2, 3, 7, 8, 11]
[11, 12, 6, 9, 10, 5, 4, 1, 2, 3, 7, 8]
[9, 6, 12, 11, 10, 5, 4, 1, 2, 3, 7, 8]
[6, 12, 11, 10, 5, 4, 1, 2, 3, 7, 8, 9]
[10, 11, 12, 6, 5, 4, 1, 2, 3, 7, 8, 9]
[11, 12, 6, 5, 4, 1, 2, 3, 7, 8, 9, 10]
[12, 6, 5, 4, 1, 2, 3, 7, 8, 9, 10, 11]
[6, 5, 4, 1, 2, 3, 7, 8, 9, 10, 11, 12]
[1, 4, 5, 6, 2, 3, 7, 8, 9, 10, 11, 12]
[4, 5, 6, 2, 3, 7, 8, 9, 10, 11, 12, 1]
[2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 1]
[6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 1, 2]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1, 2]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
