[1, 6, 5, 12, 3, 9, 10, 2, 4, 8, 7, 11]
[6, 5, 12, 3, 9, 10, 2, 4, 8, 7, 11, 1]
[5, 12, 3, 9, 10, 2, 4, 8, 7, 11, 1, 6]
[12, 3, 9, 10, 2, 4, 8, 7, 11, 1, 6, 5]
[3, 9, 10, 2, 4, 8, 7, 11, 1, 6, 5, 12]
[9, 10, 2, 4, 8, 7, 11, 1, 6, 5, 12, 3]
[4, 2, 10, 9, 8, 7, 11, 1, 6, 5, 12, 3]
[2, 10, 9, 8, 7, 11, 1, 6, 5, 12, 3, 4]
[10, 9, 8, 7, 11, 1, 6, 5, 12, 3, 4, 2]
[7, 8, 9, 10, 11, 1, 6, 5, 12, 3, 4, 2]
[8, 9, 10, 11, 1, 6, 5, 12, 3, 4, 2, 7]
[9, 10, 11, 1, 6, 5, 12, 3, 4, 2, 7, 8]
[10, 11, 1, 6, 5, 12, 3, 4, 2, 7, 8, 9]
[11, 1, 6, 5, 12, 3, 4, 2, 7, 8, 9, 10]
[1, 6, 5, 12, 3, 4, 2, 7, 8, 9, 10, 11]
[12, 5, 6, 1, 3, 4, 2, 7, 8, 9, 10, 11]
[5, 6, 1, 3, 4, 2, 7, 8, 9, 10, 11, 12]
[6, 1, 3, 4, 2, 7, 8, 9, 10, 11, 12, 5]
[4, 3, 1, 6, 2, 7, 8, 9, 10, 11, 12, 5]
[5, 4, 3, 1, 6, 2, 7, 8, 9, 10, 11, 12]
[1, 3, 4, 5, 6, 2, 7, 8, 9, 10, 11, 12]
[3, 4, 5, 6, 2, 7, 8, 9, 10, 11, 12, 1]
[4, 5, 6, 2, 7, 8, 9, 10, 11, 12, 1, 3]
[2, 6, 5, 4, 7, 8, 9, 10, 11, 12, 1, 3]
[3, 2, 6, 5, 4, 7, 8, 9, 10, 11, 12, 1]
[5, 6, 2, 3, 4, 7, 8, 9, 10, 11, 12, 1]
[6, 2, 3, 4, 7, 8, 9, 10, 11, 12, 1, 5]
[4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 1, 5]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 1]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
