[6, 3, 11, 5, 12, 9, 7, 1, 2, 10, 4, 8]
[8, 6, 3, 11, 5, 12, 9, 7, 1, 2, 10, 4]
[4, 8, 6, 3, 11, 5, 12, 9, 7, 1, 2, 10]
[10, 4, 8, 6, 3, 11, 5, 12, 9, 7, 1, 2]
[2, 10, 4, 8, 6, 3, 11, 5, 12, 9, 7, 1]
[1, 2, 10, 4, 8, 6, 3, 11, 5, 12, 9, 7]
[4, 10, 2, 1, 8, 6, 3, 11, 5, 12, 9, 7]
[7, 4, 10, 2, 1, 8, 6, 3, 11, 5, 12, 9]
[9, 7, 4, 10, 2, 1, 8, 6, 3, 11, 5, 12]
[12, 9, 7, 4, 10, 2, 1, 8, 6, 3, 11, 5]
[5, 12, 9, 7, 4, 10, 2, 1, 8, 6, 3, 11]
[11, 5, 12, 9, 7, 4, 10, 2, 1, 8, 6, 3]
[9, 12, 5, 11, 7, 4, 10, 2, 1, 8, 6, 3]
[3, 9, 12, 5, 11, 7, 4, 10, 2, 1, 8, 6]
[5, 12, 9, 3, 11, 7, 4, 10, 2, 1, 8, 6]
[6, 5, 12, 9, 3, 11, 7, 4, 10, 2, 1, 8]
[8, 6, 5, 12, 9, 3, 11, 7, 4, 10, 2, 1]
[12, 5, 6, 8, 9, 3, 11, 7, 4, 10, 2, 1]
[5, 6, 8, 9, 3, 11, 7, 4, 10, 2, 1, 12]
[6, 8, 9, 3, 11, 7, 4, 10, 2, 1, 12, 5]
[8, 9, 3, 11, 7, 4, 10, 2, 1, 12, 5, 6]
[11, 3, 9, 8, 7, 4, 10, 2, 1, 12, 5, 6]
[3, 9, 8, 7, 4, 10, 2, 1, 12, 5, 6, 11]
[9, 8, 7, 4, 10, 2, 1, 12, 5, 6, 11, 3]
[4, 7, 8, 9, 10, 2, 1, 12, 5, 6, 11, 3]
[3, 4, 7, 8, 9, 10, 2, 1, 12, 5, 6, 11]
[11, 3, 4, 7, 8, 9, 10, 2, 1, 12, 5, 6]
[6, 11, 3, 4, 7, 8, 9, 10, 2, 1, 12, 5]
[4, 3, 11, 6, 7, 8, 9, 10, 2, 1, 12, 5]
[5, 4, 3, 11, 6, 7, 8, 9, 10, 2, 1, 12]
[11, 3, 4, 5, 6, 7, 8, 9, 10, 2, 1, 12]
[12, 11, 3, 4, 5, 6, 7, 8, 9, 10, 2, 1]
[1, 12, 11, 3, 4, 5, 6, 7, 8, 9, 10, 2]
[2, 1, 12, 11, 3, 4, 5, 6, 7, 8, 9, 10]
[11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
