[2, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[12, 2, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 1, 2, 12, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 12, 4, 5, 6, 7, 8, 9, 10, 11, 3]
[4, 12, 2, 1, 5, 6, 7, 8, 9, 10, 11, 3]
[3, 4, 12, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[11, 3, 4, 12, 2, 1, 5, 6, 7, 8, 9, 10]
[12, 4, 3, 11, 2, 1, 5, 6, 7, 8, 9, 10]
[10, 12, 4, 3, 11, 2, 1, 5, 6, 7, 8, 9]
[3, 4, 12, 10, 11, 2, 1, 5, 6, 7, 8, 9]
[9, 3, 4, 12, 10, 11, 2, 1, 5, 6, 7, 8]
[12, 4, 3, 9, 10, 11, 2, 1, 5, 6, 7, 8]
[8, 12, 4, 3, 9, 10, 11, 2, 1, 5, 6, 7]
[3, 4, 12, 8, 9, 10, 11, 2, 1, 5, 6, 7]
[7, 3, 4, 12, 8, 9, 10, 11, 2, 1, 5, 6]
[12, 4, 3, 7, 8, 9, 10, 11, 2, 1, 5, 6]
[6, 12, 4, 3, 7, 8, 9, 10, 11, 2, 1, 5]
[3, 4, 12, 6, 7, 8, 9, 10, 11, 2, 1, 5]
[5, 3, 4, 12, 6, 7, 8, 9, 10, 11, 2, 1]
[12, 4, 3, 5, 6, 7, 8, 9, 10, 11, 2, 1]
[1, 12, 4, 3, 5, 6, 7, 8, 9, 10, 11, 2]
[3, 4, 12, 1, 5, 6, 7, 8, 9, 10, 11, 2]
[2, 3, 4, 12, 1, 5, 6, 7, 8, 9, 10, 11]
[12, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
