[2, 5, 1, 6, 11, 4, 9, 10, 3, 12, 8, 7]
[6, 1, 5, 2, 11, 4, 9, 10, 3, 12, 8, 7]
[7, 6, 1, 5, 2, 11, 4, 9, 10, 3, 12, 8]
[8, 7, 6, 1, 5, 2, 11, 4, 9, 10, 3, 12]
[1, 6, 7, 8, 5, 2, 11, 4, 9, 10, 3, 12]
[12, 1, 6, 7, 8, 5, 2, 11, 4, 9, 10, 3]
[3, 12, 1, 6, 7, 8, 5, 2, 11, 4, 9, 10]
[10, 3, 12, 1, 6, 7, 8, 5, 2, 11, 4, 9]
[9, 10, 3, 12, 1, 6, 7, 8, 5, 2, 11, 4]
[4, 9, 10, 3, 12, 1, 6, 7, 8, 5, 2, 11]
[11, 4, 9, 10, 3, 12, 1, 6, 7, 8, 5, 2]
[10, 9, 4, 11, 3, 12, 1, 6, 7, 8, 5, 2]
[2, 10, 9, 4, 11, 3, 12, 1, 6, 7, 8, 5]
[5, 2, 10, 9, 4, 11, 3, 12, 1, 6, 7, 8]
[9, 10, 2, 5, 4, 11, 3, 12, 1, 6, 7, 8]
[10, 2, 5, 4, 11, 3, 12, 1, 6, 7, 8, 9]
[2, 5, 4, 11, 3, 12, 1, 6, 7, 8, 9, 10]
[11, 4, 5, 2, 3, 12, 1, 6, 7, 8, 9, 10]
[4, 5, 2, 3, 12, 1, 6, 7, 8, 9, 10, 11]
[3, 2, 5, 4, 12, 1, 6, 7, 8, 9, 10, 11]
[2, 5, 4, 12, 1, 6, 7, 8, 9, 10, 11, 3]
[5, 4, 12, 1, 6, 7, 8, 9, 10, 11, 3, 2]
[1, 12, 4, 5, 6, 7, 8, 9, 10, 11, 3, 2]
[2, 1, 12, 4, 5, 6, 7, 8, 9, 10, 11, 3]
[3, 2, 1, 12, 4, 5, 6, 7, 8, 9, 10, 11]
[12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
