[12, 9, 1, 2, 4, 6, 3, 11, 5, 7, 10, 8]
[8, 12, 9, 1, 2, 4, 6, 3, 11, 5, 7, 10]
[1, 9, 12, 8, 2, 4, 6, 3, 11, 5, 7, 10]
[9, 12, 8, 2, 4, 6, 3, 11, 5, 7, 10, 1]
[2, 8, 12, 9, 4, 6, 3, 11, 5, 7, 10, 1]
[1, 2, 8, 12, 9, 4, 6, 3, 11, 5, 7, 10]
[10, 1, 2, 8, 12, 9, 4, 6, 3, 11, 5, 7]
[8, 2, 1, 10, 12, 9, 4, 6, 3, 11, 5, 7]
[7, 8, 2, 1, 10, 12, 9, 4, 6, 3, 11, 5]
[5, 7, 8, 2, 1, 10, 12, 9, 4, 6, 3, 11]
[11, 5, 7, 8, 2, 1, 10, 12, 9, 4, 6, 3]
[3, 11, 5, 7, 8, 2, 1, 10, 12, 9, 4, 6]
[6, 3, 11, 5, 7, 8, 2, 1, 10, 12, 9, 4]
[5, 11, 3, 6, 7, 8, 2, 1, 10, 12, 9, 4]
[4, 5, 11, 3, 6, 7, 8, 2, 1, 10, 12, 9]
[9, 4, 5, 11, 3, 6, 7, 8, 2, 1, 10, 12]
[11, 5, 4, 9, 3, 6, 7, 8, 2, 1, 10, 12]
[5, 4, 9, 3, 6, 7, 8, 2, 1, 10, 12, 11]
[3, 9, 4, 5, 6, 7, 8, 2, 1, 10, 12, 11]
[11, 3, 9, 4, 5, 6, 7, 8, 2, 1, 10, 12]
[12, 11, 3, 9, 4, 5, 6, 7, 8, 2, 1, 10]
[9, 3, 11, 12, 4, 5, 6, 7, 8, 2, 1, 10]
[10, 9, 3, 11, 12, 4, 5, 6, 7, 8, 2, 1]
[1, 10, 9, 3, 11, 12, 4, 5, 6, 7, 8, 2]
[2, 1, 10, 9, 3, 11, 12, 4, 5, 6, 7, 8]
[9, 10, 1, 2, 3, 11, 12, 4, 5, 6, 7, 8]
[10, 1, 2, 3, 11, 12, 4, 5, 6, 7, 8, 9]
[1, 2, 3, 11, 12, 4, 5, 6, 7, 8, 9, 10]
[11, 3, 2, 1, 12, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 12, 4, 5, 6, 7, 8, 9, 10, 11]
[12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
