[10, 11, 2, 5, 8, 9, 12, 6, 7, 3, 4, 1]
[11, 2, 5, 8, 9, 12, 6, 7, 3, 4, 1, 10]
[2, 5, 8, 9, 12, 6, 7, 3, 4, 1, 10, 11]
[5, 8, 9, 12, 6, 7, 3, 4, 1, 10, 11, 2]
[8, 9, 12, 6, 7, 3, 4, 1, 10, 11, 2, 5]
[6, 12, 9, 8, 7, 3, 4, 1, 10, 11, 2, 5]
[5, 6, 12, 9, 8, 7, 3, 4, 1, 10, 11, 2]
[2, 5, 6, 12, 9, 8, 7, 3, 4, 1, 10, 11]
[12, 6, 5, 2, 9, 8, 7, 3, 4, 1, 10, 11]
[11, 12, 6, 5, 2, 9, 8, 7, 3, 4, 1, 10]
[10, 11, 12, 6, 5, 2, 9, 8, 7, 3, 4, 1]
[1, 10, 11, 12, 6, 5, 2, 9, 8, 7, 3, 4]
[4, 1, 10, 11, 12, 6, 5, 2, 9, 8, 7, 3]
[11, 10, 1, 4, 12, 6, 5, 2, 9, 8, 7, 3]
[3, 11, 10, 1, 4, 12, 6, 5, 2, 9, 8, 7]
[1, 10, 11, 3, 4, 12, 6, 5, 2, 9, 8, 7]
[7, 1, 10, 11, 3, 4, 12, 6, 5, 2, 9, 8]
[8, 7, 1, 10, 11, 3, 4, 12, 6, 5, 2, 9]
[9, 8, 7, 1, 10, 11, 3, 4, 12, 6, 5, 2]
[1, 7, 8, 9, 10, 11, 3, 4, 12, 6, 5, 2]
[2, 1, 7, 8, 9, 10, 11, 3, 4, 12, 6, 5]
[5, 2, 1, 7, 8, 9, 10, 11, 3, 4, 12, 6]
[6, 5, 2, 1, 7, 8, 9, 10, 11, 3, 4, 12]
[1, 2, 5, 6, 7, 8, 9, 10, 11, 3, 4, 12]
[12, 1, 2, 5, 6, 7, 8, 9, 10, 11, 3, 4]
[4, 12, 1, 2, 5, 6, 7, 8, 9, 10, 11, 3]
[2, 1, 12, 4, 5, 6, 7, 8, 9, 10, 11, 3]
[3, 2, 1, 12, 4, 5, 6, 7, 8, 9, 10, 11]
[12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
